datetime,count,inches
Nov 29 2015  3:40AM, 19.56, 0.01
Nov 28 2015  6:10AM, 19.55, 0.01
Nov 28 2015  5:10AM, 19.54, 0.02
Nov 28 2015  4:55AM, 19.52, 0.03
Nov 28 2015  4:10AM, 19.49, 0.01
Nov 28 2015  3:55AM, 19.48, 0.01
Nov 28 2015  3:40AM, 19.47, 0.01
Nov 28 2015  3:25AM, 19.46, 0.02
Nov 28 2015  2:55AM, 19.44, 0.01
Nov 28 2015  1:55AM, 19.43, 0.01
Nov 28 2015  1:40AM, 19.42, 0.01
Nov 27 2015 11:55PM, 19.41, 0.02
Nov 27 2015 11:40PM, 19.39, 0.03
Nov 27 2015 11:25PM, 19.36, 0.01
Nov 27 2015 11:10PM, 19.35, 0.01
Nov 27 2015 10:10PM, 19.34, 0.01
Nov 27 2015  8:10PM, 19.33, 0.01
Nov 27 2015  7:55PM, 19.32, 0.01
Nov 27 2015  7:40PM, 19.31, 0.02
Nov 27 2015  7:25PM, 19.29, 0.01
Nov 27 2015  6:55PM, 19.28, 0.01
Nov 27 2015  6:40PM, 19.27, 0.02
Nov 27 2015  6:10PM, 19.25, 0.01
Nov 27 2015  4:25PM, 19.24, 0.01
Nov 27 2015  4:10PM, 19.23, 0.02
Nov 27 2015  3:55PM, 19.21, 0.03
Nov 27 2015  1:40PM, 19.18, 0.01
Nov 27 2015  6:25AM, 19.17, 0.01
Nov 27 2015  6:10AM, 19.16, 0.01
Nov 27 2015  5:55AM, 19.15, 0.02
Nov 27 2015  5:40AM, 19.13, 0.01
Nov 27 2015  4:25AM, 19.12, 0.01
Nov 27 2015  3:40AM, 19.11, 0.01
Nov 26 2015  9:55PM, 19.10, 0.01
Nov 26 2015  8:25PM, 19.09, 0.01
Nov 26 2015  8:10PM, 19.08, 0.01
Nov 26 2015  7:55PM, 19.07, 0.02
Nov 26 2015  7:10PM, 19.05, 0.01
Nov 26 2015  3:25PM, 19.04, 0.01
Nov 26 2015  1:10PM, 19.03, 0.01
Nov 26 2015 11:55AM, 19.02, 0.01
Nov 26 2015 10:55AM, 19.01, 0.01
Nov 26 2015 10:40AM, 19.00, 0.01
Nov 26 2015 10:10AM, 18.99, 0.02
Nov 26 2015  9:55AM, 18.97, 0.02
Nov 17 2015  8:55AM, 18.95, 0.01
Nov 17 2015  8:40AM, 18.94, 0.01
Nov 17 2015  7:55AM, 18.93, 0.01
Nov 17 2015  7:40AM, 18.92, 0.02
Nov 17 2015  7:25AM, 18.90, 0.04
Nov 17 2015  7:10AM, 18.86, 0.12
Nov 17 2015  6:55AM, 18.74, 0.13
Nov 17 2015  6:40AM, 18.61, 0.10
Nov 16 2015  2:10PM, 18.51, 0.01
Nov 14 2015  2:55PM, 18.50, 0.01
Nov 14 2015  1:55PM, 18.49, 0.01
Nov  7 2015 12:25PM, 18.48, 0.01
Nov  7 2015 11:10AM, 18.47, 0.01
Nov  7 2015 10:55AM, 18.46, 0.02
Nov  7 2015 10:40AM, 18.44, 0.02
Nov  7 2015 10:25AM, 18.42, 0.01
Nov  7 2015  9:55AM, 18.41, 0.05
Nov  7 2015  9:40AM, 18.36, 0.04
Nov  7 2015  9:25AM, 18.32, 0.05
Nov  7 2015  9:10AM, 18.27, 0.04
Nov  7 2015  7:25AM, 18.23, 0.01
Nov  7 2015  6:55AM, 18.22, 0.03
Nov  7 2015  6:25AM, 18.19, 0.02
Nov  7 2015  6:10AM, 18.17, 0.01
Nov  7 2015  5:25AM, 18.16, 0.01
Nov  7 2015  3:10AM, 18.15, 0.04
Nov  7 2015  2:55AM, 18.11, 0.04
Nov  7 2015  2:40AM, 18.07, 0.04
Nov  7 2015 12:40AM, 18.03, 0.01
Nov  7 2015 12:25AM, 18.02, 0.01
Nov  5 2015  8:55AM, 18.01, 0.02
Nov  1 2015  7:25AM, 17.99, 0.01
Nov  1 2015  6:40AM, 17.98, 0.01
Nov  1 2015  6:25AM, 17.97, 0.05
Oct 31 2015  5:25AM, 17.92, 0.01
Oct 31 2015  5:10AM, 17.91, 0.04
Oct 31 2015  4:55AM, 17.87, 0.05
Oct 31 2015  4:40AM, 17.82, 0.06
Oct 31 2015  4:25AM, 17.76, 0.17
Oct 31 2015  4:10AM, 17.59, 0.58
Oct 31 2015  3:55AM, 17.01, 0.36
Oct 31 2015  3:40AM, 16.65, 0.04
Oct 30 2015 10:55PM, 16.61, 0.01
Oct 30 2015  8:25PM, 16.60, 0.01
Oct 30 2015  6:25PM, 16.59, 0.02
Oct 30 2015 11:55AM, 16.57, 0.01
Oct 30 2015 11:40AM, 16.56, 0.04
Oct 30 2015 11:25AM, 16.52, 0.15
Oct 30 2015 11:10AM, 16.37, 1.43
Oct 30 2015 10:40AM, 14.94, 0.44
Oct 30 2015 10:25AM, 14.50, 0.53
Oct 30 2015 10:10AM, 13.97, 0.79
Oct 30 2015  9:55AM, 13.18, 0.52
Oct 30 2015  9:40AM, 12.66, 0.87
Oct 30 2015  9:25AM, 11.79, 2.10
Oct 30 2015  8:55AM, 9.69, 0.56
Oct 30 2015  8:40AM, 9.13, 0.55
Oct 30 2015  8:25AM, 8.58, 0.20
Oct 30 2015  8:10AM, 8.38, 0.15
Oct 30 2015  7:55AM, 8.23, 0.07
Oct 30 2015  7:25AM, 8.16, 0.05
Oct 30 2015  7:10AM, 8.11, 0.14
Oct 30 2015  6:55AM, 7.97, 0.11
Oct 30 2015  6:40AM, 7.86, 0.09
Oct 30 2015  6:25AM, 7.77, 0.13
Oct 30 2015  6:10AM, 7.64, 0.06
Oct 30 2015  5:55AM, 7.58, 0.03
Oct 30 2015  5:40AM, 7.55, 0.03
Oct 30 2015  5:25AM, 7.52, 0.04
Oct 25 2015 11:55AM, 7.48, 0.01
Oct 25 2015 11:25AM, 7.47, 0.02
Oct 25 2015 11:10AM, 7.45, 0.01
Oct 25 2015 10:55AM, 7.44, 0.01
Oct 25 2015 10:40AM, 7.43, 0.01
Oct 25 2015 10:25AM, 7.42, 0.01
Oct 25 2015  9:10AM, 7.41, 0.01
Oct 25 2015  8:40AM, 7.40, 0.03
Oct 25 2015  8:25AM, 7.37, 0.03
Oct 25 2015  8:10AM, 7.34, 0.01
Oct 25 2015  7:55AM, 7.33, 0.01
Oct 25 2015  7:10AM, 7.32, 0.01
Oct 25 2015  6:40AM, 7.31, 0.01
Oct 25 2015  6:25AM, 7.30, 0.02
Oct 25 2015  6:10AM, 7.28, 0.01
Oct 25 2015  5:55AM, 7.27, 0.04
Oct 25 2015  5:40AM, 7.23, 0.03
Oct 25 2015  5:25AM, 7.20, 0.03
Oct 25 2015  5:10AM, 7.17, 0.03
Oct 25 2015  4:55AM, 7.14, 0.06
Oct 25 2015  4:40AM, 7.08, 0.06
Oct 25 2015  4:25AM, 7.02, 0.06
Oct 25 2015  4:10AM, 6.96, 0.06
Oct 25 2015  3:55AM, 6.90, 0.02
Oct 25 2015  3:40AM, 6.88, 0.01
Oct 25 2015  1:55AM, 6.87, 0.01
Oct 25 2015  1:40AM, 6.86, 0.01
Oct 25 2015  1:25AM, 6.85, 0.01
Oct 25 2015  1:10AM, 6.84, 0.01
Oct 25 2015 12:55AM, 6.83, 0.01
Oct 25 2015 12:40AM, 6.82, 0.01
Oct 25 2015 12:25AM, 6.81, 0.01
Oct 25 2015 12:10AM, 6.80, 0.02
Oct 24 2015 11:55PM, 6.78, 0.02
Oct 24 2015 11:40PM, 6.76, 0.01
Oct 24 2015 10:55PM, 6.75, 0.01
Oct 24 2015  9:40PM, 6.74, 0.01
Oct 24 2015  9:25PM, 6.73, 0.01
Oct 24 2015  9:10PM, 6.72, 0.02
Oct 24 2015  8:55PM, 6.70, 0.01
Oct 24 2015  8:40PM, 6.69, 0.02
Oct 24 2015  8:25PM, 6.67, 0.03
Oct 24 2015  8:10PM, 6.64, 0.01
Oct 24 2015  7:55PM, 6.63, 0.03
Oct 24 2015  7:40PM, 6.60, 0.03
Oct 24 2015  7:25PM, 6.57, 0.02
Oct 24 2015  7:10PM, 6.55, 0.02
Oct 24 2015  6:55PM, 6.53, 0.03
Oct 24 2015  6:40PM, 6.50, 0.03
Oct 24 2015  6:25PM, 6.47, 0.02
Oct 24 2015  6:10PM, 6.45, 0.02
Oct 24 2015  5:55PM, 6.43, 0.02
Oct 24 2015  5:40PM, 6.41, 0.04
Oct 24 2015  5:25PM, 6.37, 0.05
Oct 24 2015  5:10PM, 6.32, 0.04
Oct 24 2015  4:55PM, 6.28, 0.03
Oct 24 2015  4:40PM, 6.25, 0.03
Oct 24 2015  4:25PM, 6.22, 0.04
Oct 24 2015  4:10PM, 6.18, 0.02
Oct 24 2015  3:55PM, 6.16, 0.03
Oct 24 2015  3:40PM, 6.13, 0.04
Oct 24 2015  3:25PM, 6.09, 0.03
Oct 24 2015  3:10PM, 6.06, 0.07
Oct 24 2015  2:55PM, 5.99, 0.11
Oct 24 2015  2:40PM, 5.88, 0.17
Oct 24 2015  2:10PM, 5.71, 0.11
Oct 24 2015  1:55PM, 5.60, 0.26
Oct 24 2015  1:25PM, 5.34, 0.15
Oct 24 2015  1:10PM, 5.19, 0.09
Oct 24 2015 12:55PM, 5.10, 0.07
Oct 24 2015 12:40PM, 5.03, 0.12
Oct 24 2015 12:25PM, 4.91, 0.08
Oct 24 2015 12:10PM, 4.83, 0.11
Oct 24 2015 11:55AM, 4.72, 0.14
Oct 24 2015 11:40AM, 4.58, 0.09
Oct 24 2015 11:25AM, 4.49, 0.04
Oct 24 2015 11:10AM, 4.45, 0.02
Oct 24 2015 10:55AM, 4.43, 0.01
Oct 24 2015 10:40AM, 4.42, 0.01
Oct 24 2015  9:55AM, 4.41, 0.02
Oct 24 2015  9:40AM, 4.39, 0.03
Oct 24 2015  9:25AM, 4.36, 0.03
Oct 24 2015  9:10AM, 4.33, 0.07
Oct 24 2015  8:55AM, 4.26, 0.08
Oct 24 2015  8:40AM, 4.18, 0.08
Oct 24 2015  8:25AM, 4.10, 0.08
Oct 24 2015  8:10AM, 4.02, 0.09
Oct 24 2015  7:55AM, 3.93, 0.09
Oct 24 2015  7:40AM, 3.84, 0.11
Oct 24 2015  7:25AM, 3.73, 0.06
Oct 24 2015  7:10AM, 3.67, 0.13
Oct 24 2015  6:55AM, 3.54, 0.23
Oct 24 2015  6:40AM, 3.31, 0.31
Oct 24 2015  6:25AM, 3.00, 0.28
Oct 24 2015  6:10AM, 2.72, 0.24
Oct 24 2015  5:55AM, 2.48, 0.69
Oct 24 2015  5:40AM, 1.79, 0.56
Oct 24 2015  5:25AM, 1.23, 0.05
Oct 24 2015  5:10AM, 1.18, 0.09
Oct 24 2015  4:55AM, 1.09, 0.10
Oct 24 2015  4:40AM, 0.99, 0.05
Oct 23 2015  4:10PM, 0.94, 0.01
Oct 23 2015  3:55PM, 0.93, 0.25
Oct 23 2015  3:40PM, 0.68, 0.04
Oct 23 2015  3:25PM, 0.64, 0.03
Oct 23 2015  3:10PM, 0.61, 0.01
Oct 23 2015  2:55PM, 0.60, 0.06
Oct 23 2015  2:40PM, 0.54, 0.11
Oct 23 2015  9:25AM, 0.43, 0.01
Oct 23 2015  6:10AM, 0.42, 0.01
Oct 23 2015  3:40AM, 0.41, 0.01
Oct 22 2015  2:10PM, 0.40, 0.01
Oct 22 2015 12:55PM, 0.39, 0.01
Oct 22 2015  7:40AM, 0.38, 0.01
Oct 22 2015  7:10AM, 0.37, 0.08
Oct 22 2015  5:55AM, 0.29, 0.01
Oct 22 2015  5:40AM, 0.28, 0.01
Oct 22 2015  5:25AM, 0.27, 0.01
Sep 25 2015  5:25PM, 0.26, 0.03
Sep 25 2015  5:10PM, 0.23, 0.22
Sep 25 2015  4:25PM, 0.01, 0.01
Sep 15 2015  4:55PM, 4.97, 0.02
Sep 11 2015  5:10PM, 4.95, 0.01
Sep 11 2015  4:55PM, 4.94, 0.06
Sep 10 2015 10:10PM, 4.88, 0.01
Sep 10 2015  8:55PM, 4.87, 0.01
Sep 10 2015  8:40PM, 4.86, 0.01
Sep 10 2015  7:55PM, 4.85, 0.04
Sep 10 2015  7:25PM, 4.81, 0.02
Sep 10 2015  7:10PM, 4.79, 0.03
Sep 10 2015  6:55PM, 4.76, 0.06
Sep 10 2015  6:40PM, 4.70, 0.04
Sep 10 2015  6:25PM, 4.66, 0.07
Sep 10 2015  6:10PM, 4.59, 0.01
Sep 10 2015  5:55PM, 4.58, 0.01
Sep 10 2015  5:40PM, 4.57, 0.01
Sep 10 2015  5:25PM, 4.56, 0.03
Sep 10 2015  5:10PM, 4.53, 0.01
Sep  9 2015 11:10PM, 4.52, 0.01
Sep  9 2015 10:55PM, 4.51, 0.01
Sep  9 2015 10:40PM, 4.50, 0.02
Sep  9 2015 10:25PM, 4.48, 0.03
Sep  9 2015 10:10PM, 4.45, 0.01
Sep  9 2015  9:55PM, 4.44, 0.03
Sep  9 2015  9:40PM, 4.41, 0.03
Sep  9 2015  9:25PM, 4.38, 0.01
Sep  9 2015  9:10PM, 4.37, 0.02
Aug 21 2015 11:55AM, 4.35, 0.01
Aug 21 2015 11:40AM, 4.34, 0.02
Aug 21 2015 11:25AM, 4.32, 0.05
Aug 21 2015 11:10AM, 4.27, 0.03
Aug 20 2015  3:25PM, 4.24, 0.01
Aug 20 2015  3:10PM, 4.23, 0.03
Aug 20 2015  2:55PM, 4.20, 0.45
Aug 20 2015  2:40PM, 3.75, 0.60
Aug 20 2015  2:25PM, 3.15, 0.32
Aug 20 2015  2:10PM, 2.83, 0.25
Aug 20 2015  1:55PM, 2.58, 0.63
Aug 20 2015  1:40PM, 1.95, 0.32
Aug 15 2015  7:10AM, 1.63, 0.09
Aug 15 2015  6:55AM, 1.54, 0.08
Jul  7 2015  4:25PM, 1.46, 0.10
Jul  1 2015  1:40PM, 1.36, 0.08
Jun 30 2015  6:10PM, 1.28, 0.01
Jun 30 2015  5:40PM, 1.27, 0.06
Jun 30 2015  5:25PM, 1.21, 0.32
Jun 30 2015  5:10PM, 0.89, 0.23
Jun 30 2015  4:55PM, 0.66, 0.01
Jun 30 2015  4:40PM, 0.65, 0.02
Jun 28 2015  3:40PM, 0.63, 0.01
Jun 28 2015  2:55PM, 0.62, 0.03
Jun 28 2015  2:40PM, 0.59, 0.49
Jun 28 2015  2:25PM, 0.10, 0.06
Jun 28 2015  6:40AM, 0.04, 0.01
Jun 28 2015  6:10AM, 0.03, 0.02
Jun 23 2015  5:55PM, 0.01, 0.01
Jun 23 2015 10:25AM, 33.15, 0.01
Jun 21 2015  8:25PM, 33.14, 0.04
Jun 21 2015  8:10PM, 33.10, 0.08
Jun 21 2015  7:55PM, 33.02, 0.01
Jun 21 2015 12:25PM, 33.01, 0.01
Jun 21 2015 12:10PM, 33.00, 0.02
Jun 21 2015 11:55AM, 32.98, 0.02
Jun 21 2015 11:40AM, 32.96, 0.03
Jun 20 2015  8:55PM, 32.93, 0.01
Jun 20 2015  6:55PM, 32.92, 0.01
Jun 20 2015  6:40PM, 32.91, 0.01
Jun 20 2015  6:25PM, 32.90, 0.22
Jun 20 2015  6:10PM, 32.68, 0.18
Jun 20 2015  4:40PM, 32.50, 0.02
Jun 20 2015  4:25PM, 32.48, 0.01
Jun 20 2015  3:40PM, 32.47, 0.02
Jun 19 2015  8:55AM, 32.45, 0.01
Jun 19 2015  8:25AM, 32.44, 0.01
Jun 19 2015  7:55AM, 32.43, 0.15
Jun 19 2015  7:40AM, 32.28, 0.03
Jun 17 2015  5:55PM, 32.25, 0.01
Jun 17 2015  5:40PM, 32.24, 0.09
Jun 17 2015  5:25PM, 32.15, 0.01
Jun 17 2015  4:25PM, 32.14, 0.15
Jun 17 2015  4:10PM, 31.99, 0.23
Jun 17 2015  3:55PM, 31.76, 0.10
Jun 17 2015  2:40AM, 31.66, 0.01
Jun 17 2015  2:10AM, 31.65, 0.03
Jun 17 2015  1:55AM, 31.62, 0.07
Jun 17 2015  1:40AM, 31.55, 0.09
Jun 17 2015  1:25AM, 31.46, 0.06
Jun 17 2015  1:10AM, 31.40, 0.03
Jun 17 2015 12:55AM, 31.37, 0.04
Jun 17 2015 12:40AM, 31.33, 0.03
Jun 17 2015 12:25AM, 31.30, 0.03
Jun 17 2015 12:10AM, 31.27, 0.03
Jun 16 2015 11:55PM, 31.24, 0.01
Jun 16 2015 11:40PM, 31.23, 0.01
Jun 16 2015  6:10PM, 31.22, 0.01
Jun 16 2015  5:55PM, 31.21, 0.01
Jun 16 2015  5:10PM, 31.20, 0.01
Jun 16 2015  1:10PM, 31.19, 0.01
Jun 16 2015 12:55PM, 31.18, 0.17
Jun 16 2015 12:40PM, 31.01, 0.50
Jun 16 2015 12:25PM, 30.51, 0.23
Jun 16 2015 12:10PM, 30.28, 0.06
Jun 16 2015  9:55AM, 30.22, 0.01
Jun 15 2015  2:10PM, 30.21, 0.01
Jun 15 2015 10:25AM, 30.20, 0.01
Jun 15 2015 10:10AM, 30.19, 0.26
Jun 14 2015  4:25PM, 29.93, 0.17
Jun 14 2015  4:10PM, 29.76, 0.15
Jun 14 2015  2:10PM, 29.61, 0.09
Jun 14 2015 10:10AM, 29.52, 0.01
Jun 14 2015  9:55AM, 29.51, 0.03
Jun 14 2015  9:40AM, 29.48, 0.02
Jun 14 2015  9:10AM, 29.46, 0.01
Jun 14 2015  8:55AM, 29.45, 0.03
Jun 14 2015  8:40AM, 29.42, 0.04
Jun 14 2015  8:25AM, 29.38, 0.02
Jun 14 2015  7:55AM, 29.36, 0.01
Jun 14 2015  7:40AM, 29.35, 0.01
Jun 14 2015  7:25AM, 29.34, 0.02
Jun 14 2015  7:10AM, 29.32, 0.03
Jun 14 2015  6:55AM, 29.29, 0.05
May 30 2015  5:55PM, 29.24, 0.01
May 30 2015  5:40PM, 29.23, 0.01
May 30 2015  5:25PM, 29.22, 0.01
May 30 2015  5:10PM, 29.21, 0.01
May 29 2015  6:10AM, 29.20, 0.01
May 29 2015  4:55AM, 29.19, 0.01
May 29 2015  4:25AM, 29.18, 0.01
May 29 2015  4:10AM, 29.17, 0.02
May 29 2015  3:55AM, 29.15, 0.05
May 29 2015  3:40AM, 29.10, 0.04
May 29 2015  3:25AM, 29.06, 0.01
May 29 2015  3:10AM, 29.05, 0.01
May 29 2015  2:55AM, 29.04, 0.02
May 29 2015  2:40AM, 29.02, 0.03
May 29 2015  2:25AM, 28.99, 0.02
May 29 2015  2:10AM, 28.97, 0.01
May 29 2015  1:55AM, 28.96, 0.02
May 29 2015  1:40AM, 28.94, 0.11
May 29 2015  1:25AM, 28.83, 0.72
May 29 2015  1:10AM, 28.11, 0.07
May 28 2015  2:40PM, 28.04, 0.02
May 28 2015  2:25PM, 28.02, 0.11
May 28 2015  1:10PM, 27.91, 0.03
May 28 2015 12:55PM, 27.88, 0.01
May 27 2015 11:55AM, 27.87, 0.02
May 27 2015 11:40AM, 27.85, 0.02
May 27 2015 11:25AM, 27.83, 0.03
May 27 2015 11:10AM, 27.80, 0.07
May 27 2015 10:55AM, 27.73, 0.01
May 25 2015  5:55PM, 27.72, 0.01
May 25 2015  5:25PM, 27.71, 0.04
May 25 2015  5:10PM, 27.67, 0.07
May 25 2015  4:55PM, 27.60, 0.32
May 25 2015  4:40PM, 27.28, 1.07
May 25 2015  4:25PM, 26.21, 0.08
May 25 2015  4:10PM, 26.13, 0.04
May 25 2015  3:55PM, 26.09, 0.08
May 25 2015  3:40PM, 26.01, 0.13
May 25 2015  3:25PM, 25.88, 0.04
May 25 2015  2:55PM, 25.84, 0.01
May 25 2015  2:40PM, 25.83, 0.03
May 25 2015  2:25PM, 25.80, 0.31
May 25 2015  2:10PM, 25.49, 0.09
May 24 2015  6:40AM, 25.40, 0.01
May 24 2015  5:55AM, 25.39, 0.01
May 24 2015  5:40AM, 25.38, 0.02
May 24 2015  5:25AM, 25.36, 0.01
May 24 2015  5:10AM, 25.35, 0.04
May 24 2015  4:55AM, 25.31, 0.04
May 24 2015  4:40AM, 25.27, 0.13
May 24 2015  4:25AM, 25.14, 0.37
May 24 2015  4:10AM, 24.77, 0.01
May 24 2015  3:10AM, 24.76, 0.01
May 24 2015  2:55AM, 24.75, 0.03
May 24 2015  2:40AM, 24.72, 0.01
May 24 2015  1:25AM, 24.71, 0.01
May 24 2015 12:55AM, 24.70, 0.01
May 24 2015 12:40AM, 24.69, 0.05
May 24 2015 12:25AM, 24.64, 0.04
May 24 2015 12:10AM, 24.60, 0.03
May 23 2015 11:55PM, 24.57, 0.02
May 23 2015 11:40PM, 24.55, 0.05
May 23 2015 11:25PM, 24.50, 0.05
May 23 2015 11:10PM, 24.45, 0.04
May 23 2015 10:55PM, 24.41, 0.02
May 23 2015 10:40PM, 24.39, 0.04
May 23 2015 10:25PM, 24.35, 0.03
May 23 2015 10:10PM, 24.32, 0.02
May 23 2015  9:55PM, 24.30, 0.05
May 23 2015  9:40PM, 24.25, 0.35
May 23 2015  9:10PM, 23.90, 0.01
May 23 2015  8:40PM, 23.89, 0.01
May 23 2015  8:25PM, 23.88, 0.02
May 23 2015  8:10PM, 23.86, 0.02
May 23 2015  7:55PM, 23.84, 0.02
May 23 2015  7:40PM, 23.82, 0.02
May 23 2015  7:25PM, 23.80, 0.01
May 23 2015  6:55PM, 23.79, 0.02
May 23 2015  6:25PM, 23.77, 0.01
May 23 2015  5:40PM, 23.76, 0.01
May 23 2015  5:10PM, 23.75, 0.04
May 23 2015  4:10PM, 23.71, 0.01
May 23 2015  3:25PM, 23.70, 0.01
May 23 2015  3:10PM, 23.69, 0.35
May 23 2015  8:55AM, 23.34, 0.01
May 23 2015  6:55AM, 23.33, 0.03
May 23 2015  6:40AM, 23.30, 0.10
May 23 2015  6:25AM, 23.20, 0.24
May 23 2015  6:10AM, 22.96, 0.15
May 23 2015  5:55AM, 22.81, 0.18
May 23 2015  5:25AM, 22.63, 0.01
May 22 2015  9:55AM, 22.62, 0.01
May 22 2015  9:40AM, 22.61, 0.01
May 21 2015  5:55AM, 22.60, 0.01
May 21 2015  5:25AM, 22.59, 0.01
May 21 2015  2:40AM, 22.58, 0.01
May 20 2015  7:55PM, 22.57, 0.01
May 20 2015  7:40PM, 22.56, 0.03
May 20 2015 11:40AM, 22.53, 0.02
May 20 2015 11:25AM, 22.51, 0.02
May 19 2015  1:10PM, 22.49, 0.01
May 19 2015  8:25AM, 22.48, 0.01
May 18 2015  9:40AM, 22.47, 0.01
May 17 2015 12:55PM, 22.46, 0.01
May 17 2015 11:55AM, 22.45, 0.01
May 17 2015 11:40AM, 22.44, 0.01
May 17 2015 11:25AM, 22.43, 0.04
May 17 2015 11:10AM, 22.39, 0.03
May 17 2015 10:55AM, 22.36, 0.02
May 17 2015 10:40AM, 22.34, 0.01
May 17 2015 10:25AM, 22.33, 0.03
May 17 2015 10:10AM, 22.30, 0.04
May 17 2015  9:55AM, 22.26, 0.05
May 17 2015  9:40AM, 22.21, 0.05
May 17 2015  9:25AM, 22.16, 0.04
May 17 2015  9:10AM, 22.12, 0.07
May 17 2015  8:55AM, 22.05, 0.07
May 17 2015  8:40AM, 21.98, 0.02
May 17 2015  8:25AM, 21.96, 0.05
May 17 2015  8:10AM, 21.91, 0.05
May 17 2015  7:55AM, 21.86, 0.14
May 17 2015  7:40AM, 21.72, 0.16
May 17 2015  7:25AM, 21.56, 0.36
May 17 2015  7:10AM, 21.20, 0.16
May 17 2015  6:55AM, 21.04, 0.02
May 17 2015  6:40AM, 21.02, 0.03
May 17 2015  6:25AM, 20.99, 0.06
May 17 2015  6:10AM, 20.93, 0.15
May 17 2015  5:55AM, 20.78, 0.12
May 17 2015  5:40AM, 20.66, 0.01
May 15 2015 11:10PM, 20.65, 0.01
May 15 2015 11:40AM, 20.64, 0.01
May 15 2015 11:25AM, 20.63, 0.01
May 15 2015 10:55AM, 20.62, 0.01
May 15 2015 10:40AM, 20.61, 0.01
May 15 2015 10:25AM, 20.60, 0.01
May 15 2015 10:10AM, 20.59, 0.01
May 15 2015  9:55AM, 20.58, 0.01
May 15 2015  9:40AM, 20.57, 0.01
May 15 2015  9:25AM, 20.56, 0.01
May 15 2015  9:10AM, 20.55, 0.01
May 15 2015  8:55AM, 20.54, 0.01
May 15 2015  8:40AM, 20.53, 0.01
May 15 2015  8:25AM, 20.52, 0.10
May 15 2015  8:10AM, 20.42, 0.09
May 15 2015  7:55AM, 20.33, 0.04
May 15 2015  7:25AM, 20.29, 0.01
May 15 2015  6:55AM, 20.28, 0.01
May 15 2015  6:25AM, 20.27, 0.01
May 14 2015 10:40AM, 20.26, 0.04
May 13 2015  9:25PM, 20.22, 0.01
May 13 2015  9:10PM, 20.21, 0.01
May 13 2015  6:10PM, 20.20, 0.01
May 13 2015  4:10PM, 20.19, 0.01
May 13 2015  3:40PM, 20.18, 0.01
May 13 2015  3:25PM, 20.17, 0.01
May 13 2015  3:10PM, 20.16, 0.01
May 13 2015  2:25PM, 20.15, 0.01
May 13 2015  2:10PM, 20.14, 0.01
May 13 2015  1:55PM, 20.13, 0.03
May 13 2015  1:40PM, 20.10, 0.08
May 13 2015  1:25PM, 20.02, 0.08
May 13 2015  1:10PM, 19.94, 0.06
May 13 2015 12:55PM, 19.88, 0.04
May 13 2015 12:40PM, 19.84, 0.06
May 13 2015 12:25PM, 19.78, 0.24
May 13 2015 12:10PM, 19.54, 0.52
May 13 2015 11:55AM, 19.02, 0.30
May 13 2015 11:40AM, 18.72, 0.01
May 13 2015 10:40AM, 18.71, 0.01
May 13 2015 10:25AM, 18.70, 0.02
May 13 2015 10:10AM, 18.68, 0.01
May 13 2015  9:55AM, 18.67, 0.01
May 13 2015  6:40AM, 18.66, 0.01
May 12 2015  5:25PM, 18.65, 0.01
May 12 2015  4:55PM, 18.64, 0.01
May 12 2015  4:40PM, 18.63, 0.04
May 12 2015  4:25PM, 18.59, 0.02
May 12 2015  3:55PM, 18.57, 0.01
May 12 2015  2:10PM, 18.56, 0.01
May 12 2015  1:25PM, 18.55, 0.01
May 12 2015 12:25PM, 18.54, 0.01
May 12 2015 11:40AM, 18.53, 0.01
May 12 2015 11:25AM, 18.52, 0.01
May 12 2015 11:10AM, 18.51, 0.01
May 12 2015 10:55AM, 18.50, 0.01
May 12 2015 10:10AM, 18.49, 0.01
May 11 2015 11:55AM, 18.48, 0.01
May 11 2015 11:40AM, 18.47, 0.10
May 11 2015 11:25AM, 18.37, 0.14
May 11 2015 11:10AM, 18.23, 0.07
May 11 2015 10:55AM, 18.16, 0.11
May 11 2015 10:40AM, 18.05, 0.12
May 11 2015 10:25AM, 17.93, 0.18
May 11 2015 10:10AM, 17.75, 0.23
May 11 2015  9:55AM, 17.52, 0.03
May 11 2015  9:25AM, 17.49, 0.01
May 11 2015  8:25AM, 17.48, 0.01
May 11 2015  8:10AM, 17.47, 0.02
May 11 2015  7:55AM, 17.45, 0.09
May 11 2015  7:40AM, 17.36, 0.01
May 11 2015  7:25AM, 17.35, 0.03
May 11 2015  7:10AM, 17.32, 0.08
May 11 2015  6:55AM, 17.24, 0.11
May  9 2015 11:40AM, 17.13, 0.01
May  8 2015  3:55PM, 17.12, 0.11
May  8 2015  3:10PM, 17.01, 0.01
May  6 2015  1:10AM, 17.00, 0.01
May  6 2015 12:55AM, 16.99, 0.02
May  6 2015 12:40AM, 16.97, 0.03
May  6 2015 12:25AM, 16.94, 0.06
May  6 2015 12:10AM, 16.88, 0.03
May  5 2015 11:55PM, 16.85, 0.23
May  5 2015 11:40PM, 16.62, 0.04
May  5 2015 11:25PM, 16.58, 0.03
May  5 2015 11:10PM, 16.55, 0.06
May  5 2015 10:55PM, 16.49, 0.13
May  5 2015 10:40PM, 16.36, 0.38
May  5 2015 10:25PM, 15.98, 0.08
May  5 2015 10:10PM, 15.90, 0.03
May  5 2015  9:55PM, 15.87, 0.02
May  5 2015  9:40PM, 15.85, 0.01
